subject_id,cjv,cnr,efc,fber,fwhm_avg,fwhm_x,fwhm_y,fwhm_z,icvs_csf,icvs_gm,icvs_wm,inu_med,inu_range,qi_1,qi_2,rpve_csf,rpve_gm,rpve_wm,size_x,size_y,size_z,snr_csf,snr_gm,snr_total,snr_wm,snrd_csf,snrd_gm,snrd_total,snrd_wm,spacing_x,spacing_y,spacing_z,summary_bg_k,summary_bg_mad,summary_bg_mean,summary_bg_median,summary_bg_n,summary_bg_p05,summary_bg_p95,summary_bg_stdv,summary_csf_k,summary_csf_mad,summary_csf_mean,summary_csf_median,summary_csf_n,summary_csf_p05,summary_csf_p95,summary_csf_stdv,summary_gm_k,summary_gm_mad,summary_gm_mean,summary_gm_median,summary_gm_n,summary_gm_p05,summary_gm_p95,summary_gm_stdv,summary_wm_k,summary_wm_mad,summary_wm_mean,summary_wm_median,summary_wm_n,summary_wm_p05,summary_wm_p95,summary_wm_stdv,tpm_overlap_csf,tpm_overlap_gm,tpm_overlap_wm,wm2max
10159,0.5501859816623916,2.4595771895410206,0.5070578324212947,1065.732177734375,3.480116666666666,3.50783,3.70268,3.22984,0.2430190456707652,0.3959101040697155,0.3610708502595193,1.2151005268096924,0.35875076055526733,5.304849826332479e-06,0.004340004282788086,25.33326475533139,14.83792622586204,19.55829032571972,176,256,256,2.733725501420905,8.931106362571194,7.968954839361753,12.242032654093158,21.687472718995938,44.630502925345645,42.89076027962073,62.354305194520585,1.0,1.0,1.0,184.24194102449104,10.507282257080078,17.19300079345703,14.561481475830078,4277454.0,0.0,42.26929626464843,16.148319244384766,-0.01392325051526555,129.4796600341797,342.4228515625,347.8304748535156,17287.0,124.68247528076172,539.6425048828125,127.23311614990234,0.036267492398037504,79.77303314208984,717.912841796875,715.7979736328125,12579.0,588.63642578125,853.7046386718748,80.1434326171875,0.9442445480608401,76.62277221679688,1006.2504272460938,1000.057861328125,183285.0,883.8376586914063,1149.88515625,81.6902847290039,0.2158094346523285,0.476166307926178,0.5603683590888977,0.6773179541778752
10171,0.45600634321115036,2.9219967467518124,0.5616038827000462,799.3814697265625,3.3214,3.34779,3.5,3.11641,0.17531374170170722,0.4631067065356838,0.361579551762609,1.0874786376953125,0.4733081221580506,0.0,0.004128742248819878,29.28268227835157,12.676802761796193,18.30247391942785,176,256,256,1.7632884720982158,8.245013637732777,8.472306264558812,15.408616683845443,12.994663046183666,31.870941512532916,30.401515772518252,46.33894275883818,1.0,1.0,1.0,4.416986109686027,14.138023376464844,21.141212463378906,18.27600860595703,3073326.0,3.649289846420288,50.736599922180176,15.72560977935791,-0.8559866758888135,187.44778442382812,312.43792724609375,280.42840576171875,7862.0,102.45978736877441,573.3042999267578,159.0270538330078,0.13907032944802422,80.69725799560547,692.39892578125,687.78369140625,27572.0,562.3111846923829,839.2310272216796,83.4166259765625,0.4065328630975915,61.67861557006836,999.8800048828125,1000.0071411132812,193080.0,892.5606475830078,1105.58955078125,64.8990478515625,0.23302295804023743,0.5350066423416138,0.5642110705375671,0.6490040852192186
10189,0.44595948227156407,2.9085929224723723,0.5493423276001427,1123.0418701171875,3.1371475395595367,3.138152618678609,3.35693,2.91636,0.1746937819945464,0.41151287749321674,0.4137933405122368,1.1194860935211182,0.44904972612857785,0.0,0.004314642058959304,33.197006896471855,14.954752295263782,17.975486643765784,176,256,256,1.8103333737814187,7.861866836908412,8.794629234370921,16.711687492422932,13.381400822479169,38.477300780467424,35.910547484861674,55.87294085163843,0.9999991655349731,1.0,1.0,38.87357442830133,11.7254056930542,18.393386840820312,15.9326753616333,3732847.0,0.0,44.39428138732909,14.337013244628906,0.16842776271795623,118.83866119384766,271.6868591308594,239.49571228027344,10387.0,103.03999099731448,524.5355346679685,132.28733825683594,0.277516534273325,82.6426773071289,692.010986328125,688.6535034179688,8533.0,554.8009765625,845.81611328125,87.5890121459961,0.5405884675117636,56.202877044677734,1000.47021484375,999.9946899414062,205413.0,903.2852172851562,1099.5518310546875,59.83789825439453,0.23014657199382782,0.49276474118232727,0.5772729516029358,0.6114473335439516
10193,0.7671793830985731,1.766171187642413,0.5682103620454523,630.7789916992188,3.339373141827444,3.364539425482332,3.4591,3.19448,0.2091667355990883,0.38904269863942126,0.4017905657614904,1.2080153226852417,0.5331927537918089,0.0,0.0022022080126059837,23.836846381400775,12.635657637885712,15.095676740818119,176,256,256,2.0646822690857434,7.10486349010838,6.965116056105086,11.725802409121135,13.861538428136413,30.199549887566143,27.99361994647352,39.91977152371801,0.9999971985816956,1.0,1.0,7.026298572092722,16.412731170654297,25.856853485107422,21.71750831604004,3740495.0,4.161838674545288,63.02451133728026,19.929609298706055,28.159533595375603,167.65675354003906,352.1488952636719,347.2646484375,21201.0,107.50636291503906,609.97998046875,168.18881225585938,0.10775895110012312,103.87454986572266,763.275146484375,756.5708618164062,17727.0,599.6121398925782,952.6641418457032,106.48332977294922,0.4047943578739783,82.94496154785156,1007.1279296875,1000.0856323242188,255944.0,879.354327392578,1157.9303833007812,85.28914642333984,0.2288355827331543,0.47476309537887573,0.5541147589683533,0.6306581359259584
10206,0.5399292927809328,2.4735827334786618,0.5418015247394233,937.2984619140625,3.108546666666667,3.13372,3.26695,2.92497,0.1987973201042319,0.44220011084592326,0.35900256904984484,1.1225013732910156,0.5099308133125303,3.073818275863531e-05,0.005145966962613065,29.908902059340104,14.478600566349106,21.08057727441488,176,256,256,2.9050863110396272,7.6311093620373045,8.541943477645288,15.089634759858937,21.694259042691392,32.78694997657466,33.482612393143796,45.966628160165335,1.0,1.0,1.0,16.583196557436512,14.252912521362305,22.487428665161133,18.495826721191406,4460151.0,4.134832382202148,55.223480224609375,17.565650939941406,-0.6401440216102721,151.94981384277344,432.2865905761719,471.9725341796875,9472.0,141.72042922973634,650.7074066162108,162.45562744140625,0.18553938500596123,90.8102035522461,719.220458984375,713.3011474609375,10407.0,575.4896667480468,883.7601196289061,93.46830749511719,0.2710814336860783,64.00499725341797,1001.5051879882812,1000.0335083007812,170103.0,894.8288330078125,1112.8220825195312,66.2726821899414,0.2014879435300827,0.4970950186252594,0.5384228229522705,0.6619691354303714
10217,0.40829165924188093,3.1932602488366184,0.4794353318636086,2091.821044921875,3.3396733333333337,3.34343,3.55857,3.11702,0.18514947776424517,0.40461644275038144,0.4102340794853734,1.0333902835845947,0.37164916992187513,1.133169271262749e-05,0.005010670688784602,30.770775524676516,15.094183471575993,18.640032312961107,176,256,256,1.9221219277076964,7.937967386012329,9.861845243339069,19.72544641629718,20.36552492454152,52.888147705316435,50.353373947977964,77.80644921407595,1.0,1.0,1.0,248.13595240941763,8.419955253601074,13.589906692504883,11.122232437133789,4859349.0,2.278403806686402,33.36967010498046,12.500256538391113,2.993263197249229,143.17459106445312,292.2536315917969,261.7421569824219,10271.0,113.05899429321289,517.6370849609375,136.1669158935547,0.09240499636975663,83.15617370605469,682.1661987304688,679.72998046875,14980.0,542.9005157470704,828.5009368896485,85.62737274169922,0.6220602875720327,47.60144805908203,999.005126953125,999.9854125976562,229158.0,914.112484741211,1079.708154296875,50.69508743286133,0.2466379702091217,0.5080658793449402,0.5940387845039368,0.6900393821799953
10225,0.5143473319354079,2.5905142374166803,0.5068898386151081,1694.6068115234375,3.1477810682234093,3.1668532046702285,3.29946,2.97703,0.18065054056657878,0.4335723125383247,0.38577714689509657,0.9565218687057495,0.3985390722751617,3.505635599978734e-05,0.022787572222321566,26.656445859991248,12.208325729290344,16.406030488983724,176,256,256,2.6259187067154124,7.560797958320142,8.676716858771497,15.843433911278932,25.771680426402664,42.77111623832957,43.05365547605419,60.61816976343035,1.000002145767212,1.0,1.0,9.403832572402232,10.807765007019043,17.710264205932617,13.961235046386719,5730155.0,0.0,46.232380676269514,14.998089790344238,2.080857535385994,174.84698486328125,396.74603271484375,425.1546325683594,10580.0,138.44785079956057,624.9768524169921,161.89935302734375,0.12269040470545489,91.93446350097656,711.314208984375,705.5938110351562,11196.0,566.5977630615234,872.0916900634766,93.31849670410156,0.5349853368910309,59.50086212158203,1000.7299194335938,1000.01611328125,239002.0,898.3515380859375,1104.9977661132812,63.11851501464844,0.2072466015815735,0.49743834137916565,0.5568345189094543,0.638568379202657
10227,0.4571863311416242,2.8714228570446054,0.5244585576555015,921.2279663085938,3.0649800000000003,3.14997,3.22305,2.82192,0.18735365670383666,0.42999159817868887,0.3826547451174745,1.0943820476531982,0.3902436584234237,0.0,0.005029526189651231,34.0603064476369,15.993154718504975,21.44843092928851,176,256,256,2.2391848647318775,8.136674555958052,9.280026257795479,17.464219352696503,18.604709250533812,37.21916096322933,36.32608246628055,53.154377185078516,1.0,1.0,1.0,34.35465637578695,12.325325012207031,19.356847763061523,15.982902526855469,3213531.0,3.500742554664612,46.179847717285156,14.725724220275879,-1.0360982737251185,204.4217987060547,336.5984191894531,350.017333984375,6239.0,105.59013290405274,570.1027038574217,156.30209350585938,0.016169082053691497,83.75200653076172,703.0797729492188,700.2179565429688,10433.0,564.515185546875,851.7423706054688,86.05289459228516,0.6373200814643218,53.310245513916016,999.3853759765625,1000.0131225585938,169039.0,903.9753967285155,1091.788037109375,57.26051330566406,0.21256276965141296,0.49867895245552063,0.561816394329071,0.6228368640713016
10228,0.5005508009633018,2.669904177700854,0.5126044778141174,1310.686767578125,3.0765124646969078,3.110177394090724,3.20423,2.91513,0.18114361985038696,0.4196548677108952,0.3992015124387178,1.0825879573822021,0.38885304927825914,6.960346180608724e-05,0.0029220856330056514,32.6676062841312,15.395411974142378,19.6552984603995,176,256,256,3.327961234494874,8.292296152509389,9.535617331866755,16.986594608596,20.262333659376726,35.00479069882609,34.702634043423224,48.84077777206687,1.0000040531158447,1.0,1.0,223.19513503902607,13.414155960083008,18.752546310424805,16.20895004272461,4559609.0,0.0,46.35438613891593,17.963924407958984,0.6046603534466102,110.09822082519531,406.83599853515625,414.878662109375,3548.0,172.23989715576175,594.6944305419921,124.64694213867188,0.07897567943586781,85.85696411132812,721.7471313476562,716.73583984375,12326.0,586.6928253173828,871.8772277832031,86.43043518066406,0.611117888696934,55.947513580322266,1000.9678955078125,1000.03271484375,195735.0,906.5502990722656,1098.6729492187499,58.871726989746094,0.18879646062850952,0.500224232673645,0.5801697969436646,0.6476842875160469
10235,0.4821185174075836,2.7184911623630965,0.5701296959782776,724.1232299804688,3.21185,3.27384,3.27195,3.08976,0.1996149729729018,0.41739865440054286,0.3829863726265554,1.161374568939209,0.38098545074462886,3.308781639890885e-05,0.0031728342087364017,25.70894625597761,13.020063921471179,17.19517063361047,176,256,256,2.7778624765216144,8.078803402685953,9.000487211123575,16.144795754163155,19.01647225009709,32.545235934704195,32.576101740023816,46.166597035270165,1.0,1.0,1.0,79.38123717285872,14.190800666809082,22.24730682373047,19.22964859008789,3509808.0,3.856632971763611,54.316040992736816,18.14957618713379,-0.7763110532688975,164.02503967285156,386.68914794921875,411.91265869140625,10482.0,133.56803512573242,596.8536468505857,148.27696228027344,0.21487775814050902,83.68463134765625,707.4290161132812,704.9569702148438,14470.0,568.5785217285156,857.8600799560546,87.2570571899414,0.5356680499664996,58.56446075439453,1001.3515625,1000.0070190429688,226182.0,902.3013305664062,1104.8135314941408,61.939762115478516,0.21397510170936584,0.5006608366966248,0.5710441470146179,0.6070818907295431
