subject_id,cjv,cnr,efc,fber,fwhm_avg,fwhm_x,fwhm_y,fwhm_z,icvs_csf,icvs_gm,icvs_wm,inu_med,inu_range,provenance,qi_1,qi_2,rpve_csf,rpve_gm,rpve_wm,size_x,size_y,size_z,snr_csf,snr_gm,snr_total,snr_wm,snrd_csf,snrd_gm,snrd_total,snrd_wm,spacing_x,spacing_y,spacing_z,summary_bg_k,summary_bg_mad,summary_bg_mean,summary_bg_median,summary_bg_n,summary_bg_p05,summary_bg_p95,summary_bg_stdv,summary_csf_k,summary_csf_mad,summary_csf_mean,summary_csf_median,summary_csf_n,summary_csf_p05,summary_csf_p95,summary_csf_stdv,summary_gm_k,summary_gm_mad,summary_gm_mean,summary_gm_median,summary_gm_n,summary_gm_p05,summary_gm_p95,summary_gm_stdv,summary_wm_k,summary_wm_mad,summary_wm_mean,summary_wm_median,summary_wm_n,summary_wm_p05,summary_wm_p95,summary_wm_stdv,tpm_overlap_csf,tpm_overlap_gm,tpm_overlap_wm,wm2max
50002,0.38435853381725116,3.250711159597468,0.6096683338831407,182.68775939941406,3.9482890750992876,3.961180682546932,4.0423446840148705,3.8413418587360595,0.2006944921698276,0.448291163565072,0.3510143442651004,1.0001877546310425,0.48467903137207036,"{'md5sum': 'f9ad7706dbf96036d525c0601ca4446c', 'mriqc_pred': 0, 'settings': {'testing': False}, 'software': 'mriqc', 'version': '0.9.6', 'warnings': {'large_rot_frame': True, 'small_air_mask': False}}",0.0,0.003508023260881628,26.64546988652895,13.227147239620521,19.620807138650342,176,256,256,1.3670235324939073,8.909394491910659,9.863647609511235,19.314524804129142,9.020413165626413,18.5763930445942,18.205744788387264,27.02042815494118,1.0500000715255737,1.05078125,1.05078125,1.2380907697564396,24.24625587463379,43.23516082763672,40.003517150878906,3255883.0,8.719524478912355,88.11188507080078,24.63907241821289,47.83828402709494,153.55613708496094,379.51141357421875,333.8407897949219,14157.0,187.21688842773438,604.5929809570312,244.20135498046875,0.28335876434784746,73.05015563964844,693.2782592773438,687.5026245117188,22862.0,575.6560180664062,832.5486358642579,77.16434478759766,0.7255295594676019,47.06547546386719,998.0587768554688,1000.011962890625,189920.0,908.9352722167969,1079.3946655273437,51.77499008178711,0.22480347752571106,0.5227105617523193,0.5384635329246521,0.5402130677326841
50003,0.5746316828718196,2.2793649040691486,0.6063614983134642,172.52345275878906,3.987092268230087,3.872856879039704,4.162502899628253,3.925917026022305,0.2029902644526348,0.4298328045469729,0.3671769310003923,1.0744712352752686,0.589976578950882,"{'md5sum': 'ac1f5c8516a42b8e09180d95339332f9', 'mriqc_pred': 0, 'settings': {'testing': False}, 'software': 'mriqc', 'version': '0.9.6', 'warnings': {'large_rot_frame': True, 'small_air_mask': False}}",0.0,0.003894018396635844,28.464652740670783,14.22522564209668,19.535612453018096,176,256,256,1.3464296188565534,7.764111046620899,8.002295868460584,14.8963469399043,10.607506888823414,17.505787432035483,17.385255793372934,24.04247305925991,1.0500000715255737,1.05078125,1.05078125,5.150420116132091,27.250097274780273,48.84540557861328,43.98531723022461,3286773.0,9.654719734191895,103.28652954101562,30.443065643310547,35.984490253197315,183.36280822753906,468.69061279296875,441.2143859863281,15055.0,171.8363265991211,715.0900268554688,327.6812438964844,-0.08623777021425072,93.13192749023438,737.2147216796875,728.1452026367188,22452.0,595.7123718261719,905.3618927001953,93.7813720703125,0.6916790409588156,63.10493469238281,1004.4492797851562,1000.03564453125,187950.0,901.8126037597656,1120.8297424316406,67.13276672363281,0.22401320934295654,0.5220207571983337,0.5612295269966125,0.5714293020316075
50004,0.3145615637718031,3.9978918086194177,0.5771232753730324,271.39208984375,4.016521326226217,4.065523532581997,4.08922408921933,3.8948163568773233,0.2019619924968433,0.44618351401149103,0.3518544934916657,0.8969538807868958,0.4063682377338409,"{'md5sum': 'd36d90f8060f0632378d0ae933225ff0', 'mriqc_pred': 0, 'settings': {'testing': False}, 'software': 'mriqc', 'version': '0.9.6', 'warnings': {'large_rot_frame': True, 'small_air_mask': False}}",0.0,0.005688939331236462,27.123869781808963,13.529318800182656,19.838136520378345,176,256,256,1.2973188082427762,10.227318812431967,10.992872976886288,21.45398130998412,12.340737538987922,23.48322952651895,23.6296342965958,35.06493582428053,1.0500000715255737,1.05078125,1.05078125,0.8043290068949434,18.683815002441406,33.51941680908203,31.036359786987305,3398685.0,7.035669612884522,68.57288970947266,19.10921287536621,54.078581086290335,154.081787109375,387.1313781738281,351.94512939453125,19216.0,179.77288818359375,588.5498657226562,271.27947998046875,0.32046962593560435,62.452720642089844,673.6552124023438,669.717529296875,31659.0,572.7440795898438,788.7485595703125,65.48216247558594,1.0235820988279425,41.446441650390625,996.9135131835938,1000.015869140625,188166.0,913.8950500488281,1067.0128479003906,46.61201095581055,0.23100124299526215,0.5287351608276367,0.5531533360481262,0.612664693210216
50005,0.4182689597895646,3.0512535867433423,0.571342685139067,238.5265350341797,3.599164314887704,3.6267426100906226,3.6263875092936804,3.54436282527881,0.1903972323192358,0.4685243579628997,0.34107840971786446,1.0951974391937256,0.48893847763538356,"{'md5sum': 'f02f68761c4e7e1a6aa19a8790283182', 'mriqc_pred': 0, 'settings': {'testing': False}, 'software': 'mriqc', 'version': '0.9.6', 'warnings': {'large_rot_frame': True, 'small_air_mask': False}}",0.0,0.002574348066292715,32.45355916659826,14.70532247512449,22.302765752531787,176,256,256,1.059053828773548,9.391827169455464,8.756742388107618,15.819346166093842,10.762735425090243,21.51112085332396,21.06446053121375,30.919525315227045,1.0500000715255737,1.05078125,1.05078125,0.8729526282759252,21.18859100341797,37.89174270629883,35.07141876220703,3466766.0,7.883144378662109,77.11005401611328,21.4968318939209,39.221808384212444,159.76736450195312,404.110595703125,348.0911865234375,13047.0,182.16632537841798,618.5091430664057,328.668701171875,-0.0010784970389834392,73.1016845703125,697.5985107421875,695.71826171875,20847.0,579.2570678710938,825.2182189941407,74.07521057128906,1.0320453241607455,54.1729850769043,992.86328125,1000.00732421875,146803.0,872.1576416015624,1083.1827392578125,63.213985443115234,0.22582994401454926,0.5274009108543396,0.5259072184562683,0.6003025951751493
50006,0.28658100684269705,4.212239904580735,0.5500825053767252,426.64483642578125,3.8047451846824063,3.833571167430117,3.8383440892193312,3.7423202973977694,0.1636242478547492,0.5043945828036795,0.33198116934157124,0.8176374435424805,0.42210138738155367,"{'md5sum': 'b5f948763132d9ef7075aa11d27d7e19', 'mriqc_pred': 0, 'settings': {'testing': False}, 'software': 'mriqc', 'version': '0.9.6', 'warnings': {'large_rot_frame': True, 'small_air_mask': False}}",0.0,0.00772039986810273,34.285651953019936,12.91856359640423,20.835624035186925,176,256,256,0.9862917045152413,10.957881777942626,10.529736856577465,19.645037087274527,17.308741616759825,26.361869308339088,27.86266654324224,39.91738870462781,1.0500000715255737,1.05078125,1.05078125,0.9762349982144807,16.412471771240234,28.81661033630371,26.53343963623047,2990998.0,6.164515686035156,59.35771522521972,16.619140625,25.956078210327824,107.5101547241211,505.2948303222656,433.61846923828125,21201.0,219.6654052734375,870.8623657226562,439.6348876953125,0.5790614280215096,56.25699234008789,663.0308837890625,660.4173583984375,74007.0,568.6308471679688,767.2681152343749,60.2682991027832,1.7720876987955316,41.063846588134766,995.9470825195312,1000.0101318359375,162656.0,900.3231048583984,1069.9296569824219,50.90380096435547,0.19467434287071228,0.543066680431366,0.5306366086006165,0.6033051710196712
50007,0.4359740969691823,2.902221122278168,0.6039650327658209,162.55435180664062,3.9277420821294164,3.8828568783585085,4.074339925650558,3.826029442379182,0.20575577663535732,0.4332116618783969,0.3610325614862458,1.0469099283218384,0.5634675443172456,"{'md5sum': '1123978dae4834c8d5f433b49c85f53b', 'mriqc_pred': 0, 'settings': {'testing': False}, 'software': 'mriqc', 'version': '0.9.6', 'warnings': {'large_rot_frame': True, 'small_air_mask': False}}",1.0446706830960425e-05,0.00518442330832696,22.88085454723767,11.536064354899901,16.353498542274053,176,256,256,1.2481943244238223,8.09760650006921,8.478284838852405,16.089053692064187,8.023734263238511,16.957219889446414,16.59367177039415,24.80006115849752,1.0500000715255737,1.05078125,1.05078125,4.928556982488217,26.41732406616211,47.2987174987793,42.335323333740234,3298797.0,9.279925727844239,101.5350494384765,29.678918838500977,54.330539483089986,138.34246826171875,369.31494140625,323.5442199707031,20796.0,165.7755355834961,616.2470397949219,259.2035827636719,0.24636878983341326,81.58647155761719,689.8811645507812,683.772705078125,18779.0,561.5500061035157,838.9386901855465,84.4390869140625,1.2219184841313258,56.29033660888672,1002.5830078125,1000.022705078125,221944.0,906.3077484130858,1107.539874267578,62.155330657958984,0.21512764692306519,0.49647262692451477,0.5167984366416931,0.5405149958379878
50008,0.382773125898257,3.3226955069248314,0.5787777770917291,228.77857971191406,3.9068357914426364,3.852371166149469,3.991972639405204,3.8761635687732348,0.22304487481583268,0.41779916957283103,0.3591559556113363,0.9121366739273071,0.3989663451910017,"{'md5sum': '08b92742c1f34ddd4ab612bf57094a9c', 'mriqc_pred': 0, 'settings': {'testing': False}, 'software': 'mriqc', 'version': '0.9.6', 'warnings': {'large_rot_frame': True, 'small_air_mask': False}}",0.0,0.0003762498454695897,27.31979910905917,15.142141724286,21.139119726877897,176,256,256,1.8542011101096252,9.105469602202074,10.911257096051452,21.77410057584266,11.490241805488902,23.179455768248474,22.653439441625974,33.290620751140544,1.0500000715255737,1.05078125,1.05078125,0.7934934770094917,19.679655075073242,35.20597839355469,32.60308074951172,3326053.0,7.29691104888916,71.82591857910157,19.987844467163086,62.64073839510199,145.62857055664062,366.981201171875,345.1556091308594,26685.0,188.29081115722659,568.244189453125,186.14439392089844,0.10742572466535405,74.58908081054688,702.1168212890625,696.2881469726562,13456.0,585.4346771240234,838.3333282470703,76.46637725830078,0.9191861769548559,41.670406341552734,997.9840698242188,1000.0176391601562,184123.0,918.4588012695312,1069.1213134765624,45.92680740356445,0.23274797201156616,0.5057007074356079,0.5543727874755859,0.5937763791665467
50009,0.4427039914974848,2.9261112567146093,0.5988325408824828,177.65679931640625,3.70542976791741,3.646247370666728,3.8224130855018585,3.6476288475836434,0.19397384442480928,0.42746679994498177,0.378559355630209,1.082848072052002,0.4336459279060364,"{'md5sum': '0098ad2237bb0bc8e1caded43e43e37a', 'mriqc_pred': 0, 'settings': {'testing': False}, 'software': 'mriqc', 'version': '0.9.6', 'warnings': {'large_rot_frame': True, 'small_air_mask': False}}",0.0,0.00430271925038166,28.28002636099757,13.815016405302622,18.13141166675636,176,256,256,1.0297617470511513,8.518618014642092,9.529703078246607,19.04072947304658,7.140159851749321,18.940139176719036,17.661397164826457,26.90389246601102,1.0500000715255737,1.05078125,1.05078125,1.613244883965618,24.35135269165039,43.604347229003906,40.009315490722656,3244488.0,8.690312814712524,90.03536300659178,25.41490364074707,65.6862624758503,68.70463562011719,316.68035888671875,265.3990173339844,23774.0,174.53980255126953,531.6384918212887,257.72314453125,-0.08882016945004345,82.72393798828125,710.1646728515625,704.0030517578125,24242.0,584.384896850586,857.5398681640625,82.64116668701172,0.7743886544834324,48.321712493896484,1000.2682495117188,1000.0149536132812,210966.0,914.5454559326172,1086.6819152832031,52.519657135009766,0.2140970081090927,0.4926511347293854,0.5192088484764099,0.5476059855954226
50010,0.3297131501678368,3.986188881596303,0.5452850214665578,278.580810546875,3.772443514036896,3.761923553263104,3.8241260966542754,3.7312808921933085,0.2028709903558188,0.4393005397891277,0.35782846985505357,0.9149631857872009,0.3009513378143308,"{'md5sum': 'c3aba86328467a0929d222f41f331ef1', 'mriqc_pred': 0, 'settings': {'testing': False}, 'software': 'mriqc', 'version': '0.9.6', 'warnings': {'large_rot_frame': True, 'small_air_mask': False}}",0.0,0.0025027268406916836,40.48907534572695,20.313902692173716,28.979057208468973,176,256,256,0.7490079477546919,10.395819129353814,11.1813543787611,22.39923605917479,12.601765803575322,25.667605295034555,25.390578855832455,37.90236546888749,1.0500000715255737,1.05078125,1.05078125,1.6080717065232655,17.28506088256836,30.50912857055664,28.043376922607422,3037809.0,6.7029527664184565,63.232774353027345,17.923654556274414,14.115778917698794,144.79501342773438,446.8716125488281,332.48388671875,14380.0,173.0797607421875,1428.9352661132805,443.8835754394531,-0.036976636417801245,65.50900268554688,678.1724853515625,677.2118530273438,16640.0,572.6123748779296,786.2912963867187,65.14075469970703,0.7300789780751087,40.92267990112305,997.9909057617188,1000.0126953125,124895.0,920.4281982421876,1067.0822998046874,44.64476776123047,0.21626080572605133,0.5066060423851013,0.5305651426315308,0.6727334557614364
50011,0.450739634306542,2.795163053948473,0.6231632040822285,135.28192138671875,3.6196138601144416,3.6190568963284564,3.6589061710037174,3.5808785130111525,0.20335518292070892,0.45180022256492625,0.34484459451436483,1.1337873935699463,0.574359118938446,"{'md5sum': 'a228134e0d41d1d75573996e7eaa1239', 'mriqc_pred': 0, 'settings': {'testing': False}, 'software': 'mriqc', 'version': '0.9.6', 'warnings': {'large_rot_frame': True, 'small_air_mask': False}}",0.0,0.00328886642998555,25.21227550514783,12.375288243581341,18.290959630653226,176,256,256,0.8965991201943636,8.206863813792888,8.7517522693884,17.15179387417795,6.33334475655562,16.141952759886305,15.179948305920783,23.064547401320425,1.0500000715255737,1.05078125,1.05078125,2.400041106219712,28.405176162719727,51.596431732177734,47.7379150390625,2951037.0,11.465739059448243,104.56651763916011,29.309900283813477,46.24639038258416,71.93575286865234,339.16827392578125,274.5989685058594,22909.0,184.04088439941407,556.1975830078125,306.2605895996094,0.09967670438160647,83.0826416015625,705.0265502929688,699.877197265625,20184.0,573.0844696044921,855.5874053955079,85.27738189697266,1.1179109831079703,52.20571517944336,998.5055541992188,1000.024658203125,179249.0,899.4628051757812,1089.9195068359375,58.30421447753906,0.21743205189704895,0.4992745518684387,0.5032767057418823,0.4668167195067721
