subject_id,cjv,cnr,efc,fber,fwhm_avg,fwhm_x,fwhm_y,fwhm_z,icvs_csf,icvs_gm,icvs_wm,inu_med,inu_range,qi_1,qi_2,rpve_csf,rpve_gm,rpve_wm,size_x,size_y,size_z,snr_csf,snr_gm,snr_total,snr_wm,snrd_csf,snrd_gm,snrd_total,snrd_wm,spacing_x,spacing_y,spacing_z,summary_bg_k,summary_bg_mad,summary_bg_mean,summary_bg_median,summary_bg_n,summary_bg_p05,summary_bg_p95,summary_bg_stdv,summary_csf_k,summary_csf_mad,summary_csf_mean,summary_csf_median,summary_csf_n,summary_csf_p05,summary_csf_p95,summary_csf_stdv,summary_gm_k,summary_gm_mad,summary_gm_mean,summary_gm_median,summary_gm_n,summary_gm_p05,summary_gm_p95,summary_gm_stdv,summary_wm_k,summary_wm_mad,summary_wm_mean,summary_wm_median,summary_wm_n,summary_wm_p05,summary_wm_p95,summary_wm_stdv,tpm_overlap_csf,tpm_overlap_gm,tpm_overlap_wm,wm2max
50002,0.3837466571684861,3.2599683849840377,0.6096683338831407,181.61985778808594,3.9448881192064307,3.9599235397754255,4.039156579925651,3.8355842379182157,0.19977405390632183,0.4491380232013346,0.35108792289234353,1.0002449750900269,0.48487699031829834,0.0,0.0035078127499492615,26.72461907307587,13.20923194483316,19.60231290399276,176,256,256,1.2607632990843132,8.929028511278544,9.834285502581848,19.313064697382682,9.01099534161236,18.567404349504134,18.199835747402158,27.02110755108998,1.0500000715255737,1.05078125,1.05078125,1.2358137661442168,24.245681762695312,43.23442840576172,40.003021240234375,3255951.0,8.719498634338379,88.11157608032227,24.63829803466797,42.46711133158667,153.62890625,384.68829345703125,333.4843444824219,14042.0,187.55799865722656,605.3509887695312,264.5004577636719,0.26870219918856897,72.99476623535156,692.740966796875,687.1536865234375,23166.0,575.2311859130859,831.083984375,76.95561218261719,0.7250795992034846,47.06411361694336,998.0615844726562,1000.013427734375,189965.0,908.9389038085938,1079.413427734375,51.77898025512695,0.22594407200813293,0.5250719785690308,0.5408005118370056,0.5402125478449308
50003,0.5740795199871845,2.2794398423858357,0.6063613741710583,172.50003051757812,3.992397407677496,3.8774949739618547,4.173095018587361,3.9266022304832715,0.2033008163808366,0.42962816931388786,0.36707101430527556,1.0744092464447021,0.5899511158466337,0.0,0.003891637434220392,28.40467197238184,14.219839829177793,19.53050560226955,176,256,256,1.3896099527384507,7.755828650531735,8.013610122551308,14.895391764383733,10.622704986424974,17.508916494686027,17.39446883710045,24.05178503019035,1.0500000715255737,1.05078125,1.05078125,5.167806570210189,27.239490509033203,48.82904815673828,43.97373962402344,3283083.0,9.651817226409912,103.23751754760741,30.430850982666016,37.78951536999873,181.74945068359375,466.508056640625,441.674560546875,15089.0,172.2369171142578,709.8698730468745,317.83013916015625,-0.0851721273954702,93.06967163085938,737.2373046875,727.9918823242188,22400.0,595.7435394287108,905.7162963867188,93.86174774169922,0.6924013863309533,63.10388946533203,1004.4431762695312,1000.0335693359375,187992.0,901.7882934570312,1120.8335693359375,67.13693237304688,0.22337424755096436,0.5213988423347473,0.5602375268936157,0.5714246619484392
50004,0.31494393947821603,3.9985692219174385,0.5771226586097652,273.68817138671875,4.0163818679039816,4.066009246834625,4.092888029739776,3.890248327137546,0.20159083207825892,0.44649487589050635,0.35191429203123475,0.8968576192855835,0.4064766496419908,0.0,0.005689616157701821,27.16935382454342,13.523365541309136,19.834261592567465,176,256,256,1.26240667687491,10.232168386623794,10.98101885920181,21.44848151410673,12.307865935216894,23.480620863200475,23.616369212776007,35.060620839910655,1.0500000715255737,1.05078125,1.05078125,0.8060190077692981,18.68610191345215,33.5252685546875,31.04026222229004,3399795.0,7.036234045028688,68.59119338989257,19.11448097229004,52.10876412690265,154.4452667236328,388.18353271484375,351.0506286621094,19024.0,178.65983657836915,589.4995788574217,278.0731506347656,0.2986044414080937,62.571083068847656,673.5878295898438,669.72509765625,31880.0,572.6713256835938,788.3007598876951,65.45187377929688,1.0239791898596105,41.4517822265625,996.9053955078125,1000.0151977539062,188213.0,913.847802734375,1067.003662109375,46.623931884765625,0.23341424763202667,0.5310199856758118,0.5564963221549988,0.6126550360274767
50005,0.41850525583622145,3.0505336246904577,0.5713426025139443,237.53114318847656,3.6017408369254604,3.6294092765756374,3.6275675836431227,3.5482456505576208,0.19061174034903602,0.46825500335953957,0.3411332562914244,1.0951957702636719,0.48899504542350736,0.0,0.0025886007685028156,32.432786551370064,14.716411858367996,22.316244108422545,176,256,256,1.084965334868334,9.395945496516896,8.77364158315212,15.840013918071131,10.806098276581803,21.512271260745063,21.07636002522763,30.910710538356017,1.0500000715255737,1.05078125,1.05078125,0.8905628484713937,21.194604873657227,37.90605926513672,35.079627990722656,3467787.0,7.884039068222046,77.15266189575195,21.515649795532227,40.8267628646517,160.68836975097656,403.4695739746094,349.59283447265625,13063.0,182.61475372314453,617.2988464355468,322.2033386230469,0.0036860241561273988,73.0982437133789,697.8602294921875,695.9529418945312,20665.0,579.53681640625,825.3566650390625,74.06770324707031,1.024475592158515,54.14955139160156,992.8851318359375,1000.0059814453125,146722.0,872.409716796875,1083.1392639160154,63.13142013549805,0.22728179395198822,0.5281146168708801,0.5262544751167297,0.6003115249733401
50006,0.2865604485609693,4.214082217939325,0.5500825936769654,427.0423889160156,3.8083502332370807,3.8391425956220226,3.8410849070631965,3.7448231970260224,0.16242069633844483,0.5052011006927551,0.33237820296880005,0.8178752660751343,0.4223299145698548,0.0,0.007720732185020107,34.57333224846989,12.928648398490935,20.843550654911425,176,256,256,0.9611005284478966,10.957115299693424,10.524834250099127,19.656286922156063,17.315536449597534,26.351207804509524,27.857399434442726,39.90545404922112,1.0500000715255737,1.05078125,1.05078125,0.9762895218726491,16.417282104492188,28.82549285888672,26.541030883789062,2998027.0,6.165735244750977,59.37791175842285,16.62522315979004,24.110657989364654,107.8526611328125,511.4788513183594,433.91583251953125,21008.0,220.90466156005857,970.1052612304674,451.46734619140625,0.5796127622058096,56.285316467285156,662.9472045898438,660.34375,74606.0,568.4521331787109,767.0544891357422,60.26580047607422,1.7657141685799997,41.04792022705078,995.9494018554688,1000.004150390625,162584.0,900.433480834961,1069.9127502441406,50.87436294555664,0.19515003263950348,0.543590784072876,0.5316055417060852,0.6033081543610799
50007,0.4356979858921945,2.9050446966643535,0.6039648734115615,162.93890380859375,3.92665321219537,3.879666402385366,4.07734721189591,3.8229460223048326,0.2049636474991237,0.4340175374620086,0.3610188150388677,1.046957015991211,0.5633720993995665,1.385146480653744e-05,0.005231112094010374,22.937885482000475,11.519432665891397,16.341628309838438,176,256,256,1.119830018111077,8.074945257492303,8.427018610238404,16.086280555111834,8.006322311121897,16.941488916211554,16.58339471145778,24.802372907039892,1.0500000715255737,1.05078125,1.05078125,5.189169077031005,26.414831161499023,47.3035888671875,42.3313102722168,3294259.0,9.278079986572267,101.54761123657225,29.721229553222656,46.61171086436814,138.23243713378906,375.26416015625,322.8116455078125,20621.0,165.2960968017578,618.7666015625,288.2614440917969,0.2485078064803541,81.79464721679688,689.3323974609375,683.0739135742188,19216.0,560.6881256103516,838.8968200683594,84.58956909179688,1.2167759441919728,56.298797607421875,1002.5794677734375,1000.0215454101562,222022.0,906.2811004638671,1107.5500122070312,62.16597366333008,0.21692784130573273,0.4982144236564636,0.5179052352905273,0.5405124226559642
50008,0.3825798322307995,3.32571347617106,0.5787777770917291,228.48460388183594,3.912599929032325,3.8530664041973477,3.9992243866171,3.8855089962825278,0.22390656245850402,0.417290468857456,0.35880296868404,0.9118890762329102,0.39884546697139744,0.0,0.001321413816776164,27.215234950349217,15.141023987876451,21.133860546035585,176,256,256,1.779464853538483,9.11590592596763,10.888764865150726,21.770923815946066,11.487002950662701,23.19253141439183,22.663375803261555,33.31059304473013,1.0500000715255737,1.05078125,1.05078125,0.788321032179903,19.667877197265625,35.18788528442383,32.58837890625,3321930.0,7.294437265396119,71.78361434936515,19.972726821899414,66.56749362798129,144.86917114257812,368.2607116699219,344.851806640625,27206.0,188.8238182067871,569.0491943359375,193.7916717529297,0.11474947308791794,74.53533172607422,701.9464721679688,696.2639770507812,13415.0,585.368115234375,837.9515319824219,76.37617492675781,0.9222951266327137,41.675113677978516,997.9844360351562,1000.0187377929688,184158.0,918.4453552246093,1069.1231079101562,45.93355941772461,0.23188571631908417,0.5045530200004578,0.5533743500709534,0.5937774199124382
50009,0.44194600857667843,2.9323877896807584,0.5988325011067517,178.15289306640625,3.702494808395716,3.6436854660793396,3.8144951672862457,3.6493037918215614,0.19395799544858183,0.4278696774602511,0.37817232709116705,1.0827770233154297,0.43387616276741026,0.0,0.004305330062963047,28.244667292811414,13.792278803610836,18.119328876895384,176,256,256,0.9584138469155863,8.5130063405437,9.504210823759193,19.041212283818293,7.152180218366771,18.92916067036367,17.66400778298311,26.91068246021889,1.0500000715255737,1.05078125,1.05078125,1.600957283381999,24.345226287841797,43.59053039550781,40.001625061035156,3240969.0,8.689792823791505,89.99265899658187,25.39712142944336,55.78154583012453,69.26498413085938,322.7413330078125,265.7789306640625,23831.0,174.79080963134766,543.0789184570312,277.305419921875,-0.08919309580537993,82.75946044921875,709.6011962890625,703.41796875,24668.0,583.5962310791015,856.9175384521482,82.62694549560547,0.7744269617175812,48.320716857910156,1000.26806640625,1000.0156860351562,211044.0,914.5431243896485,1086.6675842285156,52.51836395263672,0.21320047974586487,0.4929751753807068,0.5212134122848511,0.5476039592190948
50010,0.32987259372221833,3.984280822284271,0.5452849304580891,281.201416015625,3.7788183058745877,3.769009267066143,3.8305118215613385,3.7369338289962823,0.20387195963562943,0.438771091815156,0.3573569485492146,0.9147263169288635,0.3011375665664673,0.0,0.0024987659880993454,40.285199936834346,20.300375642722035,28.968676449442626,176,256,256,0.7684417379091706,10.392474466628949,11.18528510294989,22.394939104311554,12.672916613027118,25.674596121436483,25.419041271785392,37.909611080892574,1.0500000715255737,1.05078125,1.05078125,1.6083714504643565,17.281818389892578,30.504825592041016,28.04056167602539,3036018.0,6.702851033210755,63.21889839172361,17.919845581054688,14.95430765847113,146.29730224609375,442.8013610839844,334.29840087890625,14572.0,172.49698944091796,1354.3756042480425,435.01922607421875,-0.03680067491667982,65.53529357910156,678.2666015625,677.2692260742188,16611.0,572.8568725585938,786.3560485839844,65.167236328125,0.7293370934500767,40.93009948730469,997.9901733398438,1000.0162353515625,124946.0,920.4194641113281,1067.1024475097656,44.65349197387695,0.21859122812747955,0.5084233283996582,0.533297061920166,0.6727297864533802
50011,0.4508299086453719,2.7931161334002224,0.6231632040822285,135.2833709716797,3.6193227076345074,3.6218568961377215,3.6604193308550186,3.5756918959107806,0.20216025098483772,0.45266006089277977,0.3451796881223825,1.1341702938079834,0.5742136955261232,0.0,0.002962814706357126,25.374622108744028,12.383113296650265,18.304418932939843,176,256,256,0.8554123415198218,8.20790461747471,8.74003661553999,17.156792887625436,6.344447693484732,16.143911199512946,15.183347256238022,23.06168287571639,1.0500000715255737,1.05078125,1.05078125,3.3583551654766044,28.408720016479492,51.60826110839844,47.73956298828125,2947685.0,11.465581893920898,104.58654022216797,29.376976013183594,42.901206789651646,72.85694885253906,344.843994140625,275.11468505859375,23010.0,184.04208450317384,573.7006683349609,321.6094665527344,0.09093822850440247,83.04337310791016,705.1217651367188,700.0494384765625,20473.0,573.1632446289062,855.9467407226562,85.28758239746094,1.1158821779158075,52.19467544555664,998.5032958984375,1000.0252075195312,179121.0,899.504150390625,1089.885009765625,58.28725814819336,0.21610137820243835,0.49838995933532715,0.5020562410354614,0.46681327128619354
